INPUT_TABLE,,,,,,,
Variable ID,,,,,,,
StubTechEff,,,,,,,
,,,,,,,
region,supplysector,subsector,stub.technology,period,minicam.energy.input,efficiency,market.name
Colombia,industrial energy use,refined liquids,refined liquids cogen,2045,refined liquids industrial,0.91205,Colombia
Colombia,industrial energy use,refined liquids,refined liquids cogen,2050,refined liquids industrial,0.948,Colombia
Colombia,industrial energy use,refined liquids,refined liquids cogen,2055,refined liquids industrial,0.98425,Colombia
Colombia,industrial energy use,refined liquids,refined liquids cogen,2060,refined liquids industrial,1,Colombia
Colombia,industrial energy use,refined liquids,refined liquids cogen,2065,refined liquids industrial,1,Colombia
Colombia,industrial energy use,refined liquids,refined liquids cogen,2070,refined liquids industrial,1,Colombia
Colombia,industrial energy use,refined liquids,refined liquids cogen,2075,refined liquids industrial,1,Colombia
Colombia,industrial energy use,refined liquids,refined liquids cogen,2080,refined liquids industrial,1,Colombia
Colombia,industrial energy use,refined liquids,refined liquids cogen,2085,refined liquids industrial,1,Colombia
Colombia,industrial energy use,refined liquids,refined liquids cogen,2090,refined liquids industrial,1,Colombia
Colombia,industrial energy use,refined liquids,refined liquids cogen,2095,refined liquids industrial,1,Colombia
Colombia,industrial energy use,refined liquids,refined liquids cogen,2100,refined liquids industrial,1,Colombia
