# Efficiencies taken from L144.end_use_eff
region,supplysector,subsector,stub.technology,year,minicam.energy.input,efficiency,market.name
Pakistan,comm cooling,gas,gas,2060,delivered gas,0.8670046,Pakistan
Russia,comm cooling,gas,gas,2060,delivered gas,0.8584332,Russia
South Africa,comm cooling,gas,gas,2060,delivered gas,0.8079466,South Africa
South America_Northern,comm cooling,gas,gas,2060,delivered gas,0.8670043,South America_Northern
South America_Southern,comm cooling,gas,gas,2060,delivered gas,0.8670043,South America_Southern
South Asia,comm cooling,gas,gas,2060,delivered gas,0.8670046,South Asia
South Korea,comm cooling,gas,gas,2060,delivered gas,0.9087265,South Korea
Southeast Asia,comm cooling,gas,gas,2060,delivered gas,0.8670046,Southeast Asia
Taiwan,comm cooling,gas,gas,2060,delivered gas,0.8670046,Taiwan
Argentina,comm cooling,gas,gas,2060,delivered gas,0.8670043,Argentina
Colombia,comm cooling,gas,gas,2060,delivered gas,0.8670043,Colombia
Uruguay,comm cooling,gas,gas,2060,delivered gas,0.8670043,Uruguay
USA,comm cooling,gas,gas,2065,delivered gas,0.9451049,USA
Africa_Eastern,comm cooling,gas,gas,2065,delivered gas,0.8280922,Africa_Eastern
Africa_Northern,comm cooling,gas,gas,2065,delivered gas,0.8280922,Africa_Northern
Africa_Southern,comm cooling,gas,gas,2065,delivered gas,0.8280922,Africa_Southern
Africa_Western,comm cooling,gas,gas,2065,delivered gas,0.8280922,Africa_Western
Australia_NZ,comm cooling,gas,gas,2065,delivered gas,0.9286456,Australia_NZ
Brazil,comm cooling,gas,gas,2065,delivered gas,0.8827433,Brazil
Canada,comm cooling,gas,gas,2065,delivered gas,0.931983,Canada
Central America and Caribbean,comm cooling,gas,gas,2065,delivered gas,0.8827433,Central America and Caribbean
Central Asia,comm cooling,gas,gas,2065,delivered gas,0.8757481,Central Asia
China,comm cooling,gas,gas,2065,delivered gas,0.8990523,China
EU-12,comm cooling,gas,gas,2065,delivered gas,0.9037526,EU-12
EU-15,comm cooling,gas,gas,2065,delivered gas,0.9229059,EU-15
Europe_Eastern,comm cooling,gas,gas,2065,delivered gas,0.8757481,Europe_Eastern
Europe_Non_EU,comm cooling,gas,gas,2065,delivered gas,0.9037526,Europe_Non_EU
European Free Trade Association,comm cooling,gas,gas,2065,delivered gas,0.9229059,European Free Trade Association
India,comm cooling,gas,gas,2065,delivered gas,0.8670814,India
Indonesia,comm cooling,gas,gas,2065,delivered gas,0.8850927,Indonesia
Japan,comm cooling,gas,gas,2065,delivered gas,0.9464631,Japan
Mexico,comm cooling,gas,gas,2065,delivered gas,0.8827433,Mexico
Middle East,comm cooling,gas,gas,2065,delivered gas,0.8802221,Middle East
Pakistan,comm cooling,gas,gas,2065,delivered gas,0.8850927,Pakistan
Russia,comm cooling,gas,gas,2065,delivered gas,0.8757481,Russia
South Africa,comm cooling,gas,gas,2065,delivered gas,0.8280922,South Africa
South America_Northern,comm cooling,gas,gas,2065,delivered gas,0.8827433,South America_Northern
South America_Southern,comm cooling,gas,gas,2065,delivered gas,0.8827433,South America_Southern
South Asia,comm cooling,gas,gas,2065,delivered gas,0.8850927,South Asia
South Korea,comm cooling,gas,gas,2065,delivered gas,0.9209441,South Korea
Southeast Asia,comm cooling,gas,gas,2065,delivered gas,0.8850927,Southeast Asia
Taiwan,comm cooling,gas,gas,2065,delivered gas,0.8850927,Taiwan
Argentina,comm cooling,gas,gas,2065,delivered gas,0.8827433,Argentina
Colombia,comm cooling,gas,gas,2065,delivered gas,0.8827433,Colombia
Uruguay,comm cooling,gas,gas,2065,delivered gas,0.8827433,Uruguay
USA,comm cooling,gas,gas,2070,delivered gas,0.9545938,USA
Africa_Eastern,comm cooling,gas,gas,2070,delivered gas,0.848188,Africa_Eastern
Africa_Northern,comm cooling,gas,gas,2070,delivered gas,0.848188,Africa_Northern
Africa_Southern,comm cooling,gas,gas,2070,delivered gas,0.848188,Africa_Southern
Africa_Western,comm cooling,gas,gas,2070,delivered gas,0.848188,Africa_Western
Australia_NZ,comm cooling,gas,gas,2070,delivered gas,0.9390477,Australia_NZ
Brazil,comm cooling,gas,gas,2070,delivered gas,0.8987186,Brazil
Canada,comm cooling,gas,gas,2070,delivered gas,0.9423704,Canada
Central America and Caribbean,comm cooling,gas,gas,2070,delivered gas,0.8987186,Central America and Caribbean
Central Asia,comm cooling,gas,gas,2070,delivered gas,0.8919345,Central Asia
China,comm cooling,gas,gas,2070,delivered gas,0.9140509,China
EU-12,comm cooling,gas,gas,2070,delivered gas,0.9182253,EU-12
EU-15,comm cooling,gas,gas,2070,delivered gas,0.9340031,EU-15
Europe_Eastern,comm cooling,gas,gas,2070,delivered gas,0.8919345,Europe_Eastern
Europe_Non_EU,comm cooling,gas,gas,2070,delivered gas,0.9182253,Europe_Non_EU
European Free Trade Association,comm cooling,gas,gas,2070,delivered gas,0.9340031,European Free Trade Association
India,comm cooling,gas,gas,2070,delivered gas,0.884742,India
Indonesia,comm cooling,gas,gas,2070,delivered gas,0.9011622,Indonesia
Japan,comm cooling,gas,gas,2070,delivered gas,0.9557864,Japan
Mexico,comm cooling,gas,gas,2070,delivered gas,0.8987186,Mexico
Middle East,comm cooling,gas,gas,2070,delivered gas,0.8949752,Middle East
Pakistan,comm cooling,gas,gas,2070,delivered gas,0.9011622,Pakistan
Russia,comm cooling,gas,gas,2070,delivered gas,0.8919345,Russia
South Africa,comm cooling,gas,gas,2070,delivered gas,0.848188,South Africa
South America_Northern,comm cooling,gas,gas,2070,delivered gas,0.8987186,South America_Northern
South America_Southern,comm cooling,gas,gas,2070,delivered gas,0.8987186,South America_Southern
South Asia,comm cooling,gas,gas,2070,delivered gas,0.9011622,South Asia
South Korea,comm cooling,gas,gas,2070,delivered gas,0.9327092,South Korea
Southeast Asia,comm cooling,gas,gas,2070,delivered gas,0.9011622,Southeast Asia
Taiwan,comm cooling,gas,gas,2070,delivered gas,0.9011622,Taiwan
Argentina,comm cooling,gas,gas,2070,delivered gas,0.8987186,Argentina
Colombia,comm cooling,gas,gas,2070,delivered gas,0.8987186,Colombia
Uruguay,comm cooling,gas,gas,2070,delivered gas,0.8987186,Uruguay
USA,comm cooling,gas,gas,2075,delivered gas,0.964178,USA
Africa_Eastern,comm cooling,gas,gas,2075,delivered gas,0.8686039,Africa_Eastern
Africa_Northern,comm cooling,gas,gas,2075,delivered gas,0.8686039,Africa_Northern
Africa_Southern,comm cooling,gas,gas,2075,delivered gas,0.8686039,Africa_Southern
Africa_Western,comm cooling,gas,gas,2075,delivered gas,0.8686039,Africa_Western
Australia_NZ,comm cooling,gas,gas,2075,delivered gas,0.9495649,Australia_NZ
Brazil,comm cooling,gas,gas,2075,delivered gas,0.9149256,Brazil
Canada,comm cooling,gas,gas,2075,delivered gas,0.9528724,Canada
Central America and Caribbean,comm cooling,gas,gas,2075,delivered gas,0.9149256,Central America and Caribbean
Central Asia,comm cooling,gas,gas,2075,delivered gas,0.9083576,Central Asia
China,comm cooling,gas,gas,2075,delivered gas,0.92926,China
EU-12,comm cooling,gas,gas,2075,delivered gas,0.9328975,EU-12
EU-15,comm cooling,gas,gas,2075,delivered gas,0.9452301,EU-15
Europe_Eastern,comm cooling,gas,gas,2075,delivered gas,0.9083576,Europe_Eastern
Europe_Non_EU,comm cooling,gas,gas,2075,delivered gas,0.9328975,Europe_Non_EU
European Free Trade Association,comm cooling,gas,gas,2075,delivered gas,0.9452301,European Free Trade Association
India,comm cooling,gas,gas,2075,delivered gas,0.9026699,India
Indonesia,comm cooling,gas,gas,2075,delivered gas,0.9174651,Indonesia
Japan,comm cooling,gas,gas,2075,delivered gas,0.9652016,Japan
Mexico,comm cooling,gas,gas,2075,delivered gas,0.9149256,Mexico
Middle East,comm cooling,gas,gas,2075,delivered gas,0.9099357,Middle East
Pakistan,comm cooling,gas,gas,2075,delivered gas,0.9174651,Pakistan
Russia,comm cooling,gas,gas,2075,delivered gas,0.9083576,Russia
South Africa,comm cooling,gas,gas,2075,delivered gas,0.8686039,South Africa
South America_Northern,comm cooling,gas,gas,2075,delivered gas,0.9149256,South America_Northern
South America_Southern,comm cooling,gas,gas,2075,delivered gas,0.9149256,South America_Southern
South Asia,comm cooling,gas,gas,2075,delivered gas,0.9174651,South Asia
South Korea,comm cooling,gas,gas,2075,delivered gas,0.9446177,South Korea
Southeast Asia,comm cooling,gas,gas,2075,delivered gas,0.9174651,Southeast Asia
Taiwan,comm cooling,gas,gas,2075,delivered gas,0.9174651,Taiwan
Argentina,comm cooling,gas,gas,2075,delivered gas,0.9149256,Argentina
Colombia,comm cooling,gas,gas,2075,delivered gas,0.9149256,Colombia
Uruguay,comm cooling,gas,gas,2075,delivered gas,0.9149256,Uruguay
USA,comm cooling,gas,gas,2080,delivered gas,0.9738584,USA
Africa_Eastern,comm cooling,gas,gas,2080,delivered gas,0.8893442,Africa_Eastern
Africa_Northern,comm cooling,gas,gas,2080,delivered gas,0.8893442,Africa_Northern
Africa_Southern,comm cooling,gas,gas,2080,delivered gas,0.8893442,Africa_Southern
Africa_Western,comm cooling,gas,gas,2080,delivered gas,0.8893442,Africa_Western
Australia_NZ,comm cooling,gas,gas,2080,delivered gas,0.9601988,Australia_NZ
Brazil,comm cooling,gas,gas,2080,delivered gas,0.9313675,Brazil
Canada,comm cooling,gas,gas,2080,delivered gas,0.9634903,Canada
Central America and Caribbean,comm cooling,gas,gas,2080,delivered gas,0.9313675,Central America and Caribbean
Central Asia,comm cooling,gas,gas,2080,delivered gas,0.9250207,Central Asia
China,comm cooling,gas,gas,2080,delivered gas,0.9446825,China
EU-12,comm cooling,gas,gas,2080,delivered gas,0.9477717,EU-12
EU-15,comm cooling,gas,gas,2080,delivered gas,0.9565884,EU-15
Europe_Eastern,comm cooling,gas,gas,2080,delivered gas,0.9250207,Europe_Eastern
Europe_Non_EU,comm cooling,gas,gas,2080,delivered gas,0.9477717,Europe_Non_EU
European Free Trade Association,comm cooling,gas,gas,2080,delivered gas,0.9565884,European Free Trade Association
India,comm cooling,gas,gas,2080,delivered gas,0.9208686,India
Indonesia,comm cooling,gas,gas,2080,delivered gas,0.9340045,Indonesia
Japan,comm cooling,gas,gas,2080,delivered gas,0.9747095,Japan
Mexico,comm cooling,gas,gas,2080,delivered gas,0.9313675,Mexico
Middle East,comm cooling,gas,gas,2080,delivered gas,0.9251065,Middle East
Pakistan,comm cooling,gas,gas,2080,delivered gas,0.9340045,Pakistan
Russia,comm cooling,gas,gas,2080,delivered gas,0.9250207,Russia
South Africa,comm cooling,gas,gas,2080,delivered gas,0.8893442,South Africa
South America_Northern,comm cooling,gas,gas,2080,delivered gas,0.9313675,South America_Northern
South America_Southern,comm cooling,gas,gas,2080,delivered gas,0.9313675,South America_Southern
South Asia,comm cooling,gas,gas,2080,delivered gas,0.9340045,South Asia
South Korea,comm cooling,gas,gas,2080,delivered gas,0.9566712,South Korea
Southeast Asia,comm cooling,gas,gas,2080,delivered gas,0.9340045,Southeast Asia
Taiwan,comm cooling,gas,gas,2080,delivered gas,0.9340045,Taiwan
Argentina,comm cooling,gas,gas,2080,delivered gas,0.9313675,Argentina
Colombia,comm cooling,gas,gas,2080,delivered gas,0.9313675,Colombia
Uruguay,comm cooling,gas,gas,2080,delivered gas,0.9313675,Uruguay
USA,comm cooling,gas,gas,2085,delivered gas,0.983636,USA
Africa_Eastern,comm cooling,gas,gas,2085,delivered gas,0.9090652,Africa_Eastern
Africa_Northern,comm cooling,gas,gas,2085,delivered gas,0.9090652,Africa_Northern
Africa_Southern,comm cooling,gas,gas,2085,delivered gas,0.9090652,Africa_Southern
Africa_Western,comm cooling,gas,gas,2085,delivered gas,0.9090652,Africa_Western
Australia_NZ,comm cooling,gas,gas,2085,delivered gas,0.9711928,Australia_NZ
Brazil,comm cooling,gas,gas,2085,delivered gas,0.9466183,Brazil
Canada,comm cooling,gas,gas,2085,delivered gas,0.9742957,Canada
Central America and Caribbean,comm cooling,gas,gas,2085,delivered gas,0.9466183,Central America and Caribbean
Central Asia,comm cooling,gas,gas,2085,delivered gas,0.9408259,Central Asia
China,comm cooling,gas,gas,2085,delivered gas,0.9583912,China
EU-12,comm cooling,gas,gas,2085,delivered gas,0.9613378,EU-12
EU-15,comm cooling,gas,gas,2085,delivered gas,0.9680145,EU-15
Europe_Eastern,comm cooling,gas,gas,2085,delivered gas,0.9408259,Europe_Eastern
Europe_Non_EU,comm cooling,gas,gas,2085,delivered gas,0.9613378,Europe_Non_EU
European Free Trade Association,comm cooling,gas,gas,2085,delivered gas,0.9680145,European Free Trade Association
India,comm cooling,gas,gas,2085,delivered gas,0.9376337,India
Indonesia,comm cooling,gas,gas,2085,delivered gas,0.9491461,Indonesia
Japan,comm cooling,gas,gas,2085,delivered gas,0.984253,Japan
Mexico,comm cooling,gas,gas,2085,delivered gas,0.9466183,Mexico
Middle East,comm cooling,gas,gas,2085,delivered gas,0.9401137,Middle East
Pakistan,comm cooling,gas,gas,2085,delivered gas,0.9491461,Pakistan
Russia,comm cooling,gas,gas,2085,delivered gas,0.9408259,Russia
South Africa,comm cooling,gas,gas,2085,delivered gas,0.9090652,South Africa
South America_Northern,comm cooling,gas,gas,2085,delivered gas,0.9466183,South America_Northern
South America_Southern,comm cooling,gas,gas,2085,delivered gas,0.9466183,South America_Southern
South Asia,comm cooling,gas,gas,2085,delivered gas,0.9491461,South Asia
South Korea,comm cooling,gas,gas,2085,delivered gas,0.9684791,South Korea
Southeast Asia,comm cooling,gas,gas,2085,delivered gas,0.9491461,Southeast Asia
Taiwan,comm cooling,gas,gas,2085,delivered gas,0.9491461,Taiwan
Argentina,comm cooling,gas,gas,2085,delivered gas,0.9466183,Argentina
Colombia,comm cooling,gas,gas,2085,delivered gas,0.9466183,Colombia
Uruguay,comm cooling,gas,gas,2085,delivered gas,0.9466183,Uruguay
USA,comm cooling,gas,gas,2090,delivered gas,0.9935118,USA
Africa_Eastern,comm cooling,gas,gas,2090,delivered gas,0.9290925,Africa_Eastern
Africa_Northern,comm cooling,gas,gas,2090,delivered gas,0.9290925,Africa_Northern
Africa_Southern,comm cooling,gas,gas,2090,delivered gas,0.9290925,Africa_Southern
Africa_Western,comm cooling,gas,gas,2090,delivered gas,0.9290925,Africa_Western
Australia_NZ,comm cooling,gas,gas,2090,delivered gas,0.9823108,Australia_NZ
Brazil,comm cooling,gas,gas,2090,delivered gas,0.9620815,Brazil
Canada,comm cooling,gas,gas,2090,delivered gas,0.985221,Canada
Central America and Caribbean,comm cooling,gas,gas,2090,delivered gas,0.9620815,Central America and Caribbean
Central Asia,comm cooling,gas,gas,2090,delivered gas,0.9568553,Central Asia
China,comm cooling,gas,gas,2090,delivered gas,0.9722799,China
EU-12,comm cooling,gas,gas,2090,delivered gas,0.9750808,EU-12
EU-15,comm cooling,gas,gas,2090,delivered gas,0.9795736,EU-15
Europe_Eastern,comm cooling,gas,gas,2090,delivered gas,0.9568553,Europe_Eastern
Europe_Non_EU,comm cooling,gas,gas,2090,delivered gas,0.9750808,Europe_Non_EU
European Free Trade Association,comm cooling,gas,gas,2090,delivered gas,0.9795736,European Free Trade Association
India,comm cooling,gas,gas,2090,delivered gas,0.9546426,India
Indonesia,comm cooling,gas,gas,2090,delivered gas,0.9644977,Indonesia
Japan,comm cooling,gas,gas,2090,delivered gas,0.99389,Japan
Mexico,comm cooling,gas,gas,2090,delivered gas,0.9620815,Mexico
Middle East,comm cooling,gas,gas,2090,delivered gas,0.955329,Middle East
Pakistan,comm cooling,gas,gas,2090,delivered gas,0.9644977,Pakistan
Russia,comm cooling,gas,gas,2090,delivered gas,0.9568553,Russia
South Africa,comm cooling,gas,gas,2090,delivered gas,0.9290925,South Africa
South America_Northern,comm cooling,gas,gas,2090,delivered gas,0.9620815,South America_Northern
South America_Southern,comm cooling,gas,gas,2090,delivered gas,0.9620815,South America_Southern
South Asia,comm cooling,gas,gas,2090,delivered gas,0.9644977,South Asia
South Korea,comm cooling,gas,gas,2090,delivered gas,0.9804276,South Korea
Southeast Asia,comm cooling,gas,gas,2090,delivered gas,0.9644977,Southeast Asia
Taiwan,comm cooling,gas,gas,2090,delivered gas,0.9644977,Taiwan
Argentina,comm cooling,gas,gas,2090,delivered gas,0.9620815,Argentina
Colombia,comm cooling,gas,gas,2090,delivered gas,0.9620815,Colombia
Uruguay,comm cooling,gas,gas,2090,delivered gas,0.9620815,Uruguay
USA,comm cooling,gas,gas,2095,delivered gas,1.0034867,USA
Africa_Eastern,comm cooling,gas,gas,2095,delivered gas,0.9494303,Africa_Eastern
Africa_Northern,comm cooling,gas,gas,2095,delivered gas,0.9494303,Africa_Northern
Africa_Southern,comm cooling,gas,gas,2095,delivered gas,0.9494303,Africa_Southern
Africa_Western,comm cooling,gas,gas,2095,delivered gas,0.9494303,Africa_Western
Australia_NZ,comm cooling,gas,gas,2095,delivered gas,0.9935542,Australia_NZ
Brazil,comm cooling,gas,gas,2095,delivered gas,0.9777598,Brazil
Canada,comm cooling,gas,gas,2095,delivered gas,0.9962675,Canada
Central America and Caribbean,comm cooling,gas,gas,2095,delivered gas,0.9777598,Central America and Caribbean
Central Asia,comm cooling,gas,gas,2095,delivered gas,0.9731117,Central Asia
China,comm cooling,gas,gas,2095,delivered gas,0.986351,China
EU-12,comm cooling,gas,gas,2095,delivered gas,0.9890029,EU-12
EU-15,comm cooling,gas,gas,2095,delivered gas,0.9912672,EU-15
Europe_Eastern,comm cooling,gas,gas,2095,delivered gas,0.9731117,Europe_Eastern
Europe_Non_EU,comm cooling,gas,gas,2095,delivered gas,0.9890029,Europe_Non_EU
European Free Trade Association,comm cooling,gas,gas,2095,delivered gas,0.9912672,European Free Trade Association
India,comm cooling,gas,gas,2095,delivered gas,0.9718985,India
Indonesia,comm cooling,gas,gas,2095,delivered gas,0.9800618,Indonesia
Japan,comm cooling,gas,gas,2095,delivered gas,1.0036212,Japan
Mexico,comm cooling,gas,gas,2095,delivered gas,0.9777598,Mexico
Middle East,comm cooling,gas,gas,2095,delivered gas,0.970755,Middle East
Pakistan,comm cooling,gas,gas,2095,delivered gas,0.9800618,Pakistan
Russia,comm cooling,gas,gas,2095,delivered gas,0.9731117,Russia
South Africa,comm cooling,gas,gas,2095,delivered gas,0.9494303,South Africa
South America_Northern,comm cooling,gas,gas,2095,delivered gas,0.9777598,South America_Northern
South America_Southern,comm cooling,gas,gas,2095,delivered gas,0.9777598,South America_Southern
South Asia,comm cooling,gas,gas,2095,delivered gas,0.9800618,South Asia
South Korea,comm cooling,gas,gas,2095,delivered gas,0.9925184,South Korea
Southeast Asia,comm cooling,gas,gas,2095,delivered gas,0.9800618,Southeast Asia
Taiwan,comm cooling,gas,gas,2095,delivered gas,0.9800618,Taiwan
Argentina,comm cooling,gas,gas,2095,delivered gas,0.9777598,Argentina
Colombia,comm cooling,gas,gas,2095,delivered gas,0.9777598,Colombia
Uruguay,comm cooling,gas,gas,2095,delivered gas,0.9777598,Uruguay
USA,comm cooling,gas,gas,2100,delivered gas,1.0135618,USA
Africa_Eastern,comm cooling,gas,gas,2100,delivered gas,0.9589626,Africa_Eastern
Africa_Northern,comm cooling,gas,gas,2100,delivered gas,0.9589626,Africa_Northern
Africa_Southern,comm cooling,gas,gas,2100,delivered gas,0.9589626,Africa_Southern
Africa_Western,comm cooling,gas,gas,2100,delivered gas,0.9589626,Africa_Western
Australia_NZ,comm cooling,gas,gas,2100,delivered gas,1.0035295,Australia_NZ
