INPUT_TABLE,,,,,,
Variable ID,,,,,,
StubTechRESSecondaryOutput,,,,,,
,,,,,,
region,supplysector,subsector,stub.technology,year,res.secondary.output,output.ratio
Colombia,electricity,biomass,biomass (conv CCS) (seawater),2085,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (seawater),2090,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (seawater),2095,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (seawater),2100,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),1975,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),1990,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2005,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2010,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2015,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2020,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2025,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2030,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2035,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2040,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2045,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2050,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2055,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2060,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2065,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2070,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2075,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2080,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2085,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2090,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2095,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (recirculating),2100,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),1975,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),1990,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2005,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2010,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2015,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2020,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2025,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2030,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2035,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2040,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2045,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2050,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2055,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2060,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2065,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2070,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2075,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2080,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2085,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2090,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2095,ELEC_RPS,1
Colombia,electricity,biomass,biomass (conv CCS) (dry cooling),2100,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),1975,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),1990,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2005,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2010,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2015,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2020,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2025,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2030,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2035,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2040,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2045,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2050,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2055,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2060,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2065,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2070,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2075,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2080,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2085,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2090,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2095,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (once through),2100,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),1975,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),1990,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2005,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2010,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2015,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2020,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2025,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2030,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2035,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2040,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2045,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2050,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2055,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2060,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2065,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2070,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2075,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2080,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2085,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2090,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2095,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (seawater),2100,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),1975,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),1990,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2005,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2010,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2015,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2020,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2025,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2030,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2035,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2040,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2045,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2050,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2055,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2060,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2065,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2070,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2075,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2080,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2085,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2090,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2095,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (recirculating),2100,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),1975,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),1990,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2005,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2010,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2015,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2020,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2025,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2030,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2035,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2040,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2045,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2050,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2055,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2060,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2065,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2070,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2075,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2080,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2085,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2090,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2095,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC) (dry cooling),2100,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),1975,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),1990,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2005,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2010,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2015,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2020,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2025,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2030,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2035,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2040,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2045,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2050,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2055,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2060,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2065,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2070,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2075,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2080,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2085,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2090,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2095,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (once through),2100,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),1975,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),1990,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2005,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2010,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2015,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2020,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2025,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2030,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2035,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2040,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2045,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2050,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2055,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2060,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2065,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2070,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2075,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2080,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2085,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2090,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2095,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (seawater),2100,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),1975,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),1990,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2005,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2010,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2015,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2020,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2025,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2030,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2035,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2040,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2045,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2050,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2055,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2060,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2065,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2070,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2075,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2080,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2085,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2090,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2095,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (recirculating),2100,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),1975,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),1990,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2005,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2010,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2015,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2020,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2025,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2030,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2035,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2040,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2045,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2050,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2055,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2060,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2065,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2070,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2075,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2080,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2085,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2090,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2095,ELEC_RPS,1
Colombia,electricity,biomass,biomass (IGCC CCS) (dry cooling),2100,ELEC_RPS,1
